sdf_number,annalog,protonated,isomers,docking_energy,cluster
1,C1C2CC3CC1CC(NC(=O)c1nn(C)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,-11.473,0
2,C1C2CC3CC1CC(NC(=O)c1nn(CCCN)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCC[NH3+])c1-c1ccccc1,-10.8,0
3,C1C2CC3CC1CC(NC(=O)c1nn(CCCCN)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCC[NH3+])c1-c1ccccc1,-10.885,0
4,C1C2CC3CC1CC(NC(=O)c1nn(CCCO)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCO)c1-c1ccccc1,-10.679,0
5,C1C2CC3CC1CC(NC(=O)c1nn(CCCCO)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCCO)c1-c1ccccc1,-10.829,0
6,C1C2CC3CC1CC(NC(=O)c1nn(C4CC4)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1,-11.57,0
7,C1C2CC3CC1CC(NC(=O)c1nn(CCO)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCO)c1-c1ccccc1,-10.759,0
8,C1C2CC3CC1CC(NC(=O)c1n[nH]c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)n[nH]c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1,-11.128,6
9,C1C2CC3CC1CC(NC(=O)c1n[nH]c(-c4ccccc4)c1C)(C2)C3,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC12CC3CC(CC(C3)C1)C2,Cc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-11.147,6
10,C1C2CC3CC1CC(NC(=O)c1nn(CCN)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC[NH3+])c1-c1ccccc1,-10.796,0
