sdf_number,annalog,protonated,isomers,docking_energy,cluster
1,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)NCc1ccccc1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-10.503,8
2,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)NC1CCCCC1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-10.556,8
3,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)OCC,CCOC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CCOC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-9.214,24
4,c1c(-c2ccccc2)n(Cc2ccccc2)nc1C(=O)NC1CCCCC1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-11.529,1
5,c1c(-c2ccccc2)n(Cc2ccccc2)nc1C(=O)NCc1ccccc1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-11.466,1
6,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)NCCCC,CCCCNC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CCCCNC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-9.455,8
7,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-11.151,8
8,c1c(-c2ccccc2)n(-c2ccccc2)nc1C(=O)NCc1ccccc1Cl,O=C(NCc1ccccc1Cl)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(NCc1ccccc1Cl)c1cc(-c2ccccc2)n(-c2ccccc2)n1,-10.809,8
9,c1(Cn2nc(C(=O)NC3C4CC5CC(CC3C5)C4)cc2-c2ccccc2)ccccc1,O=C(NC1C2CC3CC(C2)CC1C3)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-13.146,1
10,c1(Cn2nc(C(=O)NC3CCCCCC3)cc2-c2ccccc2)ccccc1,O=C(NC1CCCCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CCCCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-8.898,1
11,c1(Cn2nc(C(=O)NC3CC3)cc2-c2ccccc2)ccccc1,O=C(NC1CC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-10.34,1
12,c1(Cn2nc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2-c2ccccc2)ccccc1,O=C(Nc1ccc(C(F)(F)F)cc1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(Nc1ccc(C(F)(F)F)cc1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-11.932,5
13,c1(Cn2nc(C(=O)NC(C)(C)C)cc2-c2ccccc2)ccccc1,CC(C)(C)NC(=O)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,CC(C)(C)NC(=O)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-10.8,5
14,c1(Cn2nc(C(=O)NC3CCCC3)cc2-c2ccccc2)ccccc1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-10.748,1
15,C(n1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1)c1ccccc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-13.284,1
16,Cn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,Cn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.977,1
17,C(n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C)c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,-11.398,1
18,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccc(F)cc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccc(F)cc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccc(F)cc1,-11.008,11
19,C1CC1n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1,-11.149,1
20,[C@]12(NC(c3ccccc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,-9.668,2
21,[C@]12(NC(c3ccc(Cl)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1,-9.565,2
22,[C@]12(NC(c3ccc(Br)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1,-9.643,2
23,[C@]12(NC(c3ccc(C)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.646,2
24,[C@]12(NC(c3ccc(F)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1,-9.513,2
25,[C@]12(NC(Cc3ccccc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Cc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Cc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.149,14
26,[C@]12(NC(C)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.374,23
27,[C@]12(NC(C3CCCCC3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1,-9.453,22
28,c1ccc(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1,-12.236,2
29,c1ccc(-c2ccc(C(NC3CCCCC3)=O)cc2)cc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)cc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)cc1,-10.415,13
30,c1ccc(-c2ccc(C(NCc3ccccc3)=O)cc2)cc1,O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,-10.532,21
31,c1ccc(-c2ccc(C(N3C4CC5CC(CC(C5)C3)C4)=O)cc2)cc1,O=C(c1ccc(-c2ccccc2)cc1)N1CC2CC3CC(C2)CC1C3,O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-10.38,20
32,c1ccc(-c2ccc(C(NC3CCCCCC3)=O)cc2)cc1,O=C(NC1CCCCCC1)c1ccc(-c2ccccc2)cc1,O=C(NC1CCCCCC1)c1ccc(-c2ccccc2)cc1,-8.051,13
33,c1ccc(-c2ccc(C(NC3C4CC5CC(CC3C5)C4)=O)cc2)cc1,O=C(NC1C2CC3CC(C2)CC1C3)c1ccc(-c2ccccc2)cc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(-c2ccccc2)cc1,-12.222,19
34,c1ccc(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2)cn1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2cccnc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2cccnc2)cc1,-11.691,2
35,[C@H]12C[C@H]3C[C@H](C[C@@](O)(C1)C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.24,18
36,[C@H]12C[C@H]3C[C@H](C[C@@](C(=O)OC)(C1)C3)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.226,17
37,c1(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc(OC)cc1,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.321,2
38,c1cccc(-c2c(C)cc(C(NC3CCCCC3)=O)nc2)c1,Cc1cc(C(=O)NC2CCCCC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)ncc1-c1ccccc1,-10.131,7
39,c1cccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2)c1,Cc1cc(C(=O)NCc2ccccc2)ncc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)ncc1-c1ccccc1,-10.129,7
40,c1cccc(-c2c(C)cc(C(NC3C4CC5CC(CC3C5)C4)=O)nc2)c1,Cc1cc(C(=O)NC2C3CC4CC(C3)CC2C4)ncc1-c1ccccc1,Cc1cc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)ncc1-c1ccccc1,-11.973,4
41,c1cccc(-c2ccc(C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)nc2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,-11.718,2
42,c1cccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2)c1C,Cc1ccccc1-c1cnc(C(=O)NCc2ccccc2)cc1C,Cc1ccccc1-c1cnc(C(=O)NCc2ccccc2)cc1C,-10.274,12
43,c1cccc(-c2cnc(C(=O)NC3CCCCCC3)cc2C)c1,Cc1cc(C(=O)NC2CCCCCC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)ncc1-c1ccccc1,-7.668,7
44,c1cccc(-c2cnc(C(=O)NC(C)(C)C)cc2C)c1,Cc1cc(C(=O)NC(C)(C)C)ncc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)ncc1-c1ccccc1,-8.864,7
45,c1cccc(-c2cnc(C(=O)NC3CC3)cc2C)c1,Cc1cc(C(=O)NC2CC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CC2)ncc1-c1ccccc1,-9.017,4
